game	clip_id	filename	segment_role	place_in_game	source_title	source_url	video_id	owner_or_channel	licensing_status	start_time_sec	end_time_sec	duration_sec	what_happens	why_used	has_audio	other_factors
Garden Explorer	bug_honeybee	bug_honeybee.ogv		Bug catch (Honeybee)	Bee on crocus.ogv	https://commons.wikimedia.org/wiki/File:Bee_on_crocus.ogv		Wikimedia Commons contributor	CC-BY-SA	0	19.1	19.1	Honeybees visit hundreds of flowers every single day. They carry yellow pollen from flower to flower, which helps plants make seeds and fruit. Bees do a waggle dance to tell their friends where the best flowers are! Without bees, we would have far fewer strawberries and pumpkins.	Bug education	True	{'footage_type': 'commons', 'license_note': 'Commons file-page verification recommended'}
Garden Explorer	bug_butterfly	bug_butterfly.ogv		Bug catch (Butterfly)	Butterfly resting on flower.webm	https://commons.wikimedia.org/wiki/File:Butterfly_resting_on_flower.webm		Wikimedia Commons contributor	CC-BY-SA	0	19.6	19.6	A butterfly starts life as a very hungry caterpillar. Inside its chrysalis it changes completely — that big change is called metamorphosis. Butterflies taste with their feet when they land on flowers! They sip sweet nectar and help flowers make seeds.	Bug education	True	{'footage_type': 'commons', 'license_note': 'Commons file-page verification recommended'}
Garden Explorer	bug_ant	bug_ant.ogv		Bug catch (Garden Ant)	Ants on dandelion.webm	https://commons.wikimedia.org/wiki/File:Ants_on_dandelion.webm		Wikimedia Commons contributor	CC-BY-SA	0	20.0	20.0	Ants are tiny but mighty — an ant can carry things fifty times heavier than itself! They live in big families and talk by touching antennas. Their tunnels help air and water reach plant roots. Watch an ant line closely — they follow smell trails their friends left behind.	Bug education	True	{'footage_type': 'commons', 'license_note': 'Commons file-page verification recommended'}
Garden Explorer	bug_aphid	bug_aphid.ogv		Bug catch (Aphid)	Ken-Burns pan of in-game portrait/tile art	game/assets/portraits/bug_aphid.png		Project / Sprout Lands-derived portraits	OWN	0	19.8	19.8	Aphids are tiny green bugs that sip juice from plant stems. Too many aphids can make a plant droopy and sad. That is why gardeners love ladybugs — they gobble aphids up! Ants sometimes look after aphids like little cows, for their sweet honeydew.	Bug education	True	{'footage_type': 'ken_burns'}
Garden Explorer	bug_caterpillar	bug_caterpillar.ogv		Bug catch (Caterpillar)	Time-lapse of a caterpillar eating a basil.ogv	https://commons.wikimedia.org/wiki/File:Time-lapse_of_a_caterpillar_eating_a_basil.ogv		Wikimedia Commons contributor	CC-BY-SA	0	18.6	18.6	A caterpillar's job is to eat, eat, eat! It sheds its skin as it grows bigger and bigger. One day it will build a chrysalis and become a butterfly or a moth. Some caterpillars nibble garden leaves, so gardeners keep a friendly eye on them.	Bug education	True	{'footage_type': 'commons', 'license_note': 'Commons file-page verification recommended'}
Garden Explorer	bug_spider	bug_spider.ogv		Bug catch (Garden Spider)	Garden spider in the UK.webm	https://commons.wikimedia.org/wiki/File:Garden_spider_in_the_UK.webm		Wikimedia Commons contributor	CC-BY-SA	0	19.7	19.7	Garden spiders are quiet helpers. They spin sticky silk webs to catch flies and moths that bother our plants. Spider silk is stronger than steel of the same size! Most garden spiders are gentle and shy — they would rather hide than say hello.	Bug education	True	{'footage_type': 'commons', 'license_note': 'Commons file-page verification recommended'}
Garden Explorer	bug_grasshopper	bug_grasshopper.ogv		Bug catch (Grasshopper)	Rammeihippus dinaricus -- Dinarian Grasshopper.webm	https://commons.wikimedia.org/wiki/File:Rammeihippus_dinaricus_--_Dinarian_Grasshopper.webm		Wikimedia Commons contributor	CC-BY-SA	0	15.5	15.5	Grasshoppers have big back legs that work like springs. They can jump twenty times their own body length! Grasshoppers sing by rubbing their legs against their wings. You can hear them chirping in the warm summer grass.	Bug education	True	{'footage_type': 'commons', 'license_note': 'Commons file-page verification recommended'}
Garden Explorer	bug_snail	bug_snail.ogv		Bug catch (Garden Snail)	Snail crawling on a leaf in Asuka Village, Nara, Japan (May 2025).webm	https://commons.wikimedia.org/wiki/File:Snail_crawling_on_a_leaf_in_Asuka_Village,_Nara,_Japan_(May_2025).webm		Wikimedia Commons contributor	CC-BY-SA	0	16.5	16.5	Snails carry their homes on their backs. They glide along on one big foot, leaving a shiny, silvery trail. A snail's shell grows bigger as the snail grows. On rainy days, snails come out to explore the garden!	Bug education	True	{'footage_type': 'commons', 'license_note': 'Commons file-page verification recommended'}
Garden Explorer	bug_praying_mantis	bug_praying_mantis.ogv		Bug catch (Praying Mantis)	Praying mantis (Mantis religiosa) in Quebec.webm	https://commons.wikimedia.org/wiki/File:Praying_mantis_(Mantis_religiosa)_in_Quebec.webm		Wikimedia Commons contributor	CC-BY-SA	0	21.6	21.6	The praying mantis folds its front legs like it is saying please. It can turn its head almost all the way around — no other insect can do that! A mantis stays still as a statue, then catches garden pests quick as a flash. Gardeners love the mantis because it protects their plants.	Bug education	True	{'footage_type': 'commons', 'license_note': 'Commons file-page verification recommended'}
Garden Explorer	lettuce_harvest	lettuce_harvest.ogv		MediaPanel first-harvest (lettuce)	Lettuce Harvest (34781274543).jpg	https://upload.wikimedia.org/wikipedia/commons/0/05/Lettuce_Harvest_%2834781274543%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	PD	0	15.3	15.3	Lettuce grows in leafy green bundles. Farmers cut the whole head close to the soil with a small knife. Lettuce is mostly water, so it is extra crunchy and fresh. It is the start of almost every salad!	First-harvest ceremony for Lettuce	True	{'source_kind': 'photo', 'hand_pick': True, 'vo': 'ElevenLabs'}
Garden Explorer	pea_harvest	pea_harvest.ogv		MediaPanel first-harvest (pea)	Black-eyed pea pods on plant in Hong Kong.jpg	https://upload.wikimedia.org/wikipedia/commons/5/52/Black-eyed_pea_pods_on_plant_in_Hong_Kong.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY-SA	0	16.2	16.2	Peas grow in little green pods that hang from climbing vines. Farmers pick the pods when they feel plump and full. Pop one open — the peas sit in a row like beads! Peas give you energy to run and play.	First-harvest ceremony for Pea — POOR FIT: Black-eyed pea photo	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'}
Garden Explorer	radish_harvest	radish_harvest.ogv		MediaPanel first-harvest (radish)	PH-02- Radish Ground Harvest (KSC-20201214-PH-KLS01 0017).jpg	https://upload.wikimedia.org/wikipedia/commons/f/f0/PH-02-_Radish_Ground_Harvest_%28KSC-20201214-PH-KLS01_0017%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	PD	0	18.2	18.2	Radishes are one of the fastest vegetables to grow — about one month! Farmers pull them up by their leaves, just like carrots. They are crunchy with a tiny spicy zing. Radishes come in red, pink, purple, and even white!	First-harvest ceremony for Radish	True	{'source_kind': 'photo', 'hand_pick': True, 'vo': 'ElevenLabs'}
Garden Explorer	carrot_harvest	carrot_harvest.ogv		MediaPanel first-harvest (carrot)	Carrot Harvest (2079531862).jpg	https://upload.wikimedia.org/wikipedia/commons/d/d4/Carrot_Harvest_%282079531862%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY	0	16.9	16.9	Crunchy carrots grow under the ground. Farmers hold the green leafy tops and pull gently until the carrot pops out. Carrots are full of vitamin A, which helps your eyes see well. Rabbits agree — carrots are delicious!	First-harvest ceremony for Carrot	True	{'source_kind': 'photo', 'hand_pick': True, 'vo': 'ElevenLabs'}
Garden Explorer	spinach_harvest	spinach_harvest.ogv		MediaPanel first-harvest (spinach)	Harvesting spinach - geograph.org.uk - 3012198.jpg	https://upload.wikimedia.org/wikipedia/commons/6/69/Harvesting_spinach_-_geograph.org.uk_-_3012198.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY-SA	0	15.1	15.1	Spinach has soft dark-green leaves packed with iron. Farmers cut the outer leaves so the plant keeps growing in the middle. Spinach helps your muscles stay strong. Popeye was right — spinach is a power food!	First-harvest ceremony for Spinach	True	{'source_kind': 'photo', 'hand_pick': True, 'vo': 'ElevenLabs'}
Garden Explorer	onion_harvest	onion_harvest.ogv		MediaPanel first-harvest (onion)	Onion harvest in Bavaria 1.jpg	https://upload.wikimedia.org/wikipedia/commons/4/42/Onion_harvest_in_Bavaria_1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY	0	16.1	16.1	Onions grow underground in layers, like a tiny ball. Farmers wait until the green tops flop over, then dig them up carefully. Onions make soups and sauces taste amazing. They can also make your eyes water!	First-harvest ceremony for Onion	True	{'source_kind': 'photo', 'hand_pick': True, 'vo': 'ElevenLabs'}
Garden Explorer	cabbage_harvest	cabbage_harvest.ogv		MediaPanel first-harvest (cabbage)	Recently harvested cabbage field - geograph.org.uk - 2252180.jpg	https://upload.wikimedia.org/wikipedia/commons/2/26/Recently_harvested_cabbage_field_-_geograph.org.uk_-_2252180.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY-SA	0	16.2	16.2	A cabbage is a big round ball of tightly packed leaves. Farmers cut the thick stem at the bottom and lift the whole head. Cabbage stays fresh a long time. We eat it in salads, soups, and even sauerkraut!	First-harvest ceremony for Cabbage	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'}
Garden Explorer	strawberry_harvest	strawberry_harvest.ogv		MediaPanel first-harvest (strawberry)	Aardbeien.ogv	https://upload.wikimedia.org/wikipedia/commons/e/ea/Aardbeien.ogv?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY-SA	0	15.7	15.7	Strawberries are ready when they turn ruby red all over. Farmers pinch the stem so the soft berry does not get squished. Strawberries have more vitamin C than oranges! They are the only fruit with seeds on the outside.	First-harvest ceremony for Strawberry	True	{'source_kind': 'video', 'hand_pick': True, 'vo': 'ElevenLabs'}
Garden Explorer	tomato_harvest	tomato_harvest.ogv		MediaPanel first-harvest (tomato)	A farmer explaining a good tomato harvest.webm	https://upload.wikimedia.org/wikipedia/commons/5/50/A_farmer_explaining_a_good_tomato_harvest.webm?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY	0	18.1	18.1	Tomatoes turn from green to bright red as they ripen in the sun. Farmers twist them gently off the vine so the plant keeps growing more. Tomatoes are full of vitamins that keep your heart strong. We eat them in salads, sauces, and soups!	First-harvest ceremony for Tomato	True	{'source_kind': 'video', 'hand_pick': True, 'vo': 'ElevenLabs'}
Garden Explorer	corn_harvest	corn_harvest.ogv		MediaPanel first-harvest (corn)	Aerial view of corn harvesting in Northern Illinois USA.webm	https://upload.wikimedia.org/wikipedia/commons/8/8e/Aerial_view_of_corn_harvesting_in_Northern_Illinois_USA.webm?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY	0	16.1	16.1	Corn grows taller than a grown-up! Each ear is wrapped in a leafy husk with silky threads on top. Farmers snap the ear down and twist to pick it. Every silk thread is connected to one kernel of corn!	First-harvest ceremony for Corn	True	{'source_kind': 'video', 'hand_pick': True, 'vo': 'ElevenLabs'}
Garden Explorer	cucumber_harvest	cucumber_harvest.ogv		MediaPanel first-harvest (cucumber)	A unique combine to harvest cucumbers was displayed for the press (FL45798464).jpg	https://upload.wikimedia.org/wikipedia/commons/0/03/A_unique_combine_to_harvest_cucumbers_was_displayed_for_the_press_%28FL45798464%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY	0	15.8	15.8	Cucumbers hang from vines like little green boats. Farmers snip them off while they are still firm and crunchy. Cucumbers are cool and refreshing — almost all water. They are perfect for a summer snack!	First-harvest ceremony for Cucumber — POOR FIT: Machinery press photo	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'}
Garden Explorer	bean_harvest	bean_harvest.ogv		MediaPanel first-harvest (bean)	Black-eyed pea pods on plant in Hong Kong.jpg	https://upload.wikimedia.org/wikipedia/commons/5/52/Black-eyed_pea_pods_on_plant_in_Hong_Kong.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY-SA	0	17.0	17.0	Beans grow in long pods on climbing vines or bushy plants. Farmers pick the pods when they are bright green and snap easily. Inside are soft beans that help you grow strong. Some beans we dry and keep for winter!	First-harvest ceremony for Bean — POOR FIT: Reused black-eyed pea photo	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'}
Garden Explorer	bell_pepper_harvest	bell_pepper_harvest.ogv		MediaPanel first-harvest (bell_pepper)	Starr-200618-7750-Capsicum annuum-red bell pepper harvest from veggie garden-Hawea Pl Olinda-Maui (50336358332).jpg	https://upload.wikimedia.org/wikipedia/commons/7/74/Starr-200618-7750-Capsicum_annuum-red_bell_pepper_harvest_from_veggie_garden-Hawea_Pl_Olinda-Maui_%2850336358332%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY	0	17.5	17.5	Bell peppers start green and can turn yellow, orange, or red in the sun. Farmers clip the stem so the plant keeps making more. Peppers are crunchy and sweet, and full of vitamin C. They look like little colorful bells!	First-harvest ceremony for Bell Pepper	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'}
Garden Explorer	zucchini_harvest	zucchini_harvest.ogv		MediaPanel first-harvest (zucchini)	Zucchini Mulchfolie zu Kulturende-Josef Schlaghecken.jpg	https://upload.wikimedia.org/wikipedia/commons/b/b0/Zucchini_Mulchfolie_zu_Kulturende-Josef_Schlaghecken.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY-SA	0	16.9	16.9	Zucchini is a summer squash that grows fast on a bushy plant. Farmers pick them when they are still small and tender. Leave one too long and it becomes a giant! Zucchini is delicious grilled, baked, or in bread.	First-harvest ceremony for Zucchini	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'}
Garden Explorer	melon_harvest	melon_harvest.ogv		MediaPanel first-harvest (melon)	Drukte bij de fruitoogst in het Westland Weeknummer 42-33 - Open Beelden - 14138.ogv	https://upload.wikimedia.org/wikipedia/commons/0/08/Drukte_bij_de_fruitoogst_in_het_Westland_Weeknummer_42-33_-_Open_Beelden_-_14138.ogv?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY-SA	0	19.5	19.5	Melons grow on vines that sprawl across the warm soil. Farmers know a melon is ready when it smells sweet and the stem slips off easily. Inside is juicy fruit that cools you down on a hot day. Melons are mostly water — and kids love them!	First-harvest ceremony for Melon	True	{'source_kind': 'video', 'hand_pick': True, 'vo': 'ElevenLabs'}
Garden Explorer	eggplant_harvest	eggplant_harvest.ogv		MediaPanel first-harvest (eggplant)	20160805-AMS-LSC-9000-Farmers Market-Food Demo-Roasted Eggplant Dip.webm	https://upload.wikimedia.org/wikipedia/commons/b/b9/20160805-AMS-LSC-9000-Farmers_Market-Food_Demo-Roasted_Eggplant_Dip.webm?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	PD	0	16.0	16.0	Eggplants are shiny purple fruits that hang from a sturdy plant. Farmers cut them with a little stem still attached. Inside the purple skin is soft pale flesh. Eggplant soaks up flavors in stews and sauces!	First-harvest ceremony for Eggplant — POOR FIT: Food demo not harvest	True	{'source_kind': 'video', 'hand_pick': False, 'vo': 'ElevenLabs'}
Garden Explorer	pumpkin_harvest	pumpkin_harvest.ogv		MediaPanel first-harvest (pumpkin)	Pie Pumpkin Harvest near Princeville, Illinois USA.jpg	https://upload.wikimedia.org/wikipedia/commons/a/ad/Pie_Pumpkin_Harvest_near_Princeville%2C_Illinois_USA.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY-SA	0	15.6	15.6	Pumpkins grow on long vines that crawl across the ground. Farmers cut the thick stem and leave a little handle on top. Pumpkins can grow bigger than you! We eat them in pies and soups, and carve them for fun.	First-harvest ceremony for Pumpkin	True	{'source_kind': 'photo', 'hand_pick': True, 'vo': 'ElevenLabs'}
Garden Explorer	potato_harvest	potato_harvest.ogv		MediaPanel first-harvest (potato)	Harvest (20181008-FPAC-KLS-0002).webm	https://upload.wikimedia.org/wikipedia/commons/9/95/Harvest_%2820181008-FPAC-KLS-0002%29.webm?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	PD	0	15.8	15.8	Potatoes grow underground on the roots of the plant. Farmers dig carefully so they do not poke the tubers. One plant can hide a whole handful of potatoes! They become mashed potatoes, fries, and baked potatoes.	First-harvest ceremony for Potato	True	{'source_kind': 'video', 'hand_pick': True, 'vo': 'ElevenLabs'}
Garden Explorer	broccoli_harvest	broccoli_harvest.ogv		MediaPanel first-harvest (broccoli)	-2018-12-25 Broccoli for Christmas.JPG	https://upload.wikimedia.org/wikipedia/commons/a/a5/-2018-12-25_Broccoli_for_Christmas.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY-SA	0	15.2	15.2	Broccoli is a tight cluster of tiny green flower buds. Farmers cut the thick stem before the buds open into yellow flowers. Broccoli is packed with vitamins. Those little green trees on your plate are flower buds!	First-harvest ceremony for Broccoli — POOR FIT: Holiday still-life	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'}
Garden Explorer	cauliflower_harvest	cauliflower_harvest.ogv		MediaPanel first-harvest (cauliflower)	Cauliflower harvesting - geograph.org.uk - 2835354.jpg	https://upload.wikimedia.org/wikipedia/commons/6/62/Cauliflower_harvesting_-_geograph.org.uk_-_2835354.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY-SA	0	15.5	15.5	Cauliflower grows a big white head protected by green leaves. Farmers fold the leaves over the head to keep it pale, then cut it when it is firm. Cauliflower can be mashed, roasted, or eaten raw with dip!	First-harvest ceremony for Cauliflower	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'}
Garden Explorer	grape_harvest	grape_harvest.ogv		MediaPanel first-harvest (grape)	Grape harvest in Chateaux Luna vineyard 2.jpg	https://upload.wikimedia.org/wikipedia/commons/d/d0/Grape_harvest_in_Chateaux_Luna_vineyard_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC0	0	16.0	16.0	Grapes grow in bunches on woody vines. Farmers snip whole clusters when the berries are sweet and plump. Some grapes become juice, and some become raisins. Grapes come in green, red, and purple!	First-harvest ceremony for Grape	True	{'source_kind': 'photo', 'hand_pick': True, 'vo': 'ElevenLabs'}
Garden Explorer	raspberry_harvest	raspberry_harvest.ogv		MediaPanel first-harvest (raspberry)	Raspberry plant.jpg	https://upload.wikimedia.org/wikipedia/commons/8/87/Raspberry_plant.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY-SA	0	15.6	15.6	Raspberries grow on canes with soft thorns. Farmers pick the berries when they slip off the core easily and leave a little hollow. Raspberries are fragile and sweet. They stain your fingers bright pink!	First-harvest ceremony for Raspberry — POOR FIT: Static plant photo	True	{'source_kind': 'photo', 'hand_pick': True, 'vo': 'ElevenLabs'}
Garden Explorer	turnip_harvest	turnip_harvest.ogv		MediaPanel first-harvest (turnip)	Turnip Harvest (34313320884).jpg	https://upload.wikimedia.org/wikipedia/commons/d/db/Turnip_Harvest_%2834313320884%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	PD	0	13.9	13.9	Turnips are round roots that grow under leafy green tops. Farmers pull them up by the greens when the roots feel firm. Both the root and the leaves can be eaten! Turnips have a mild, earthy taste.	First-harvest ceremony for Turnip	True	{'source_kind': 'photo', 'hand_pick': True, 'vo': 'ElevenLabs'}
Garden Explorer	celery_harvest	celery_harvest.ogv		MediaPanel first-harvest (celery)	-2021-11-04 Harvested celery head, Trimingham, Norfolk.JPG	https://upload.wikimedia.org/wikipedia/commons/d/d6/-2021-11-04_Harvested_celery_head%2C_Trimingham%2C_Norfolk.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY-SA	0	14.9	14.9	Celery grows tall crisp stalks from a bunch in the soil. Farmers cut the whole plant at the base. The crunchy stalks are mostly water and make a great snack. Celery leaves are tasty in soups too!	First-harvest ceremony for Celery	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'}
Garden Explorer	garlic_harvest	garlic_harvest.ogv		MediaPanel first-harvest (garlic)	Harvesting Garlic.jpg	https://upload.wikimedia.org/wikipedia/commons/d/d4/Harvesting_Garlic.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY-SA	0	17.2	17.2	Garlic grows as a bulb of little cloves under the ground. Farmers dig the bulbs when the tops turn brown and dry them in the sun. One clove planted in fall becomes a whole new bulb! Garlic makes almost every savory dish better.	First-harvest ceremony for Garlic	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'}
Garden Explorer	leek_harvest	leek_harvest.ogv		MediaPanel first-harvest (leek)	00 3674. Allium giganteum - Riesen-Lauch.jpg	https://upload.wikimedia.org/wikipedia/commons/b/ba/00_3674._Allium_giganteum_-_Riesen-Lauch.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY-SA	0	16.0	16.0	Leeks look like giant green onions with long white stems. Farmers mound soil around them so the stems stay white and sweet, then dig them carefully. Leeks are mild and delicious in soups and pies!	First-harvest ceremony for Leek — POOR FIT: Ornamental allium	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'}
Garden Explorer	kale_harvest	kale_harvest.ogv		MediaPanel first-harvest (kale)	Marrow kale harvesting 1960 (JOKAMT2Ju05-1).tif	https://upload.wikimedia.org/wikipedia/commons/e/e2/Marrow_kale_harvesting_1960_%28JOKAMT2Ju05-1%29.tif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY	0	15.0	15.0	Kale has curly or flat dark-green leaves full of vitamins. Farmers pick the outer leaves so the plant keeps growing. Kale is tough when raw but soft when cooked. It is one of the strongest greens in the garden!	First-harvest ceremony for Kale	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'}
Garden Explorer	artichoke_harvest	artichoke_harvest.ogv		MediaPanel first-harvest (artichoke)	Artichoke harvest.jpg	https://upload.wikimedia.org/wikipedia/commons/6/68/Artichoke_harvest.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY	0	13.6	13.6	An artichoke is a big flower bud that never opens. Farmers cut the bud with a short stem before it blooms into a purple thistle. We eat the soft base of each leaf and the heart in the middle!	First-harvest ceremony for Artichoke	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'}
Garden Explorer	wheat_harvest	wheat_harvest.ogv		MediaPanel first-harvest (wheat)	Harvest (20180715-FPAC-KLS-0001).webm	https://upload.wikimedia.org/wikipedia/commons/0/09/Harvest_%2820180715-FPAC-KLS-0001%29.webm?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	PD	0	17.3	17.3	Wheat grows in golden fields that wave in the wind. Farmers harvest the tall stalks with a big machine called a combine. The tiny grains inside become flour for bread. Almost every loaf starts as a wheat plant!	First-harvest ceremony for Wheat	True	{'source_kind': 'video', 'hand_pick': True, 'vo': 'ElevenLabs'}
Garden Explorer	chili_harvest	chili_harvest.ogv		MediaPanel first-harvest (chili)	Chili-Harvest-2012.jpg	https://upload.wikimedia.org/wikipedia/commons/c/c6/Chili-Harvest-2012.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY-SA	0	18.4	18.4	Chili peppers grow upright on bushy plants and can be mild or fiery hot. Farmers pick them when they turn bright red, orange, or yellow. Capsaicin is the chemical that makes chilies spicy. Handle them carefully — and wash your hands!	First-harvest ceremony for Chili Pepper	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'}
Garden Explorer	blueberry_harvest	blueberry_harvest.ogv		MediaPanel first-harvest (blueberry)	Blueberries in harvest season.jpg	https://upload.wikimedia.org/wikipedia/commons/e/e7/Blueberries_in_harvest_season.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY-SA	0	19.0	19.0	Blueberries grow on woody bushes in clusters of little blue orbs. Farmers roll them gently into their hands when they are deep blue and sweet. Blueberries are packed with antioxidants. They are perfect in muffins, pancakes, and by the handful!	First-harvest ceremony for Blueberry	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'}
Garden Explorer	oats_harvest	oats_harvest.ogv		MediaPanel first-harvest (oats)	Avena fatua - weedy oats - 53334392371.jpg	https://upload.wikimedia.org/wikipedia/commons/d/d8/Avena_fatua_-_weedy_oats_-_53334392371.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original		Wikimedia Commons contributor	CC-BY-SA	0	17.0	17.0	Oats grow in soft grassy fields with dangling grain heads. Farmers cut and dry the stalks, then separate the oat grains. Those grains become oatmeal for breakfast! Oats give you long-lasting energy to play.	First-harvest ceremony for Oats — POOR FIT: Weedy oats	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'}
