asset_id	game	asset_class	path_or_filename	source_title	source_url	owner	license	h2_status	start_sec	end_sec	has_audio	notes
garden:zucchini_harvest:clip	Garden Explorer	video	zucchini_harvest.ogv	Zucchini Mulchfolie zu Kulturende-Josef Schlaghecken.jpg	https://upload.wikimedia.org/wikipedia/commons/b/b0/Zucchini_Mulchfolie_zu_Kulturende-Josef_Schlaghecken.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	16.9	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'} | First-harvest ceremony for Zucchini
garden:melon_harvest:clip	Garden Explorer	video	melon_harvest.ogv	Drukte bij de fruitoogst in het Westland Weeknummer 42-33 - Open Beelden - 14138.ogv	https://upload.wikimedia.org/wikipedia/commons/0/08/Drukte_bij_de_fruitoogst_in_het_Westland_Weeknummer_42-33_-_Open_Beelden_-_14138.ogv?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	19.5	True	{'source_kind': 'video', 'hand_pick': True, 'vo': 'ElevenLabs'} | First-harvest ceremony for Melon
garden:eggplant_harvest:clip	Garden Explorer	video	eggplant_harvest.ogv	20160805-AMS-LSC-9000-Farmers Market-Food Demo-Roasted Eggplant Dip.webm	https://upload.wikimedia.org/wikipedia/commons/b/b9/20160805-AMS-LSC-9000-Farmers_Market-Food_Demo-Roasted_Eggplant_Dip.webm?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	PD	CLEAR	0	16.0	True	{'source_kind': 'video', 'hand_pick': False, 'vo': 'ElevenLabs'} | First-harvest ceremony for Eggplant — POOR FIT: Food demo not harvest
garden:pumpkin_harvest:clip	Garden Explorer	video	pumpkin_harvest.ogv	Pie Pumpkin Harvest near Princeville, Illinois USA.jpg	https://upload.wikimedia.org/wikipedia/commons/a/ad/Pie_Pumpkin_Harvest_near_Princeville%2C_Illinois_USA.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	15.6	True	{'source_kind': 'photo', 'hand_pick': True, 'vo': 'ElevenLabs'} | First-harvest ceremony for Pumpkin
garden:potato_harvest:clip	Garden Explorer	video	potato_harvest.ogv	Harvest (20181008-FPAC-KLS-0002).webm	https://upload.wikimedia.org/wikipedia/commons/9/95/Harvest_%2820181008-FPAC-KLS-0002%29.webm?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	PD	CLEAR	0	15.8	True	{'source_kind': 'video', 'hand_pick': True, 'vo': 'ElevenLabs'} | First-harvest ceremony for Potato
garden:broccoli_harvest:clip	Garden Explorer	video	broccoli_harvest.ogv	-2018-12-25 Broccoli for Christmas.JPG	https://upload.wikimedia.org/wikipedia/commons/a/a5/-2018-12-25_Broccoli_for_Christmas.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	15.2	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'} | First-harvest ceremony for Broccoli — POOR FIT: Holiday still-life
garden:cauliflower_harvest:clip	Garden Explorer	video	cauliflower_harvest.ogv	Cauliflower harvesting - geograph.org.uk - 2835354.jpg	https://upload.wikimedia.org/wikipedia/commons/6/62/Cauliflower_harvesting_-_geograph.org.uk_-_2835354.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	15.5	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'} | First-harvest ceremony for Cauliflower
garden:grape_harvest:clip	Garden Explorer	video	grape_harvest.ogv	Grape harvest in Chateaux Luna vineyard 2.jpg	https://upload.wikimedia.org/wikipedia/commons/d/d0/Grape_harvest_in_Chateaux_Luna_vineyard_2.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC0	CLEAR	0	16.0	True	{'source_kind': 'photo', 'hand_pick': True, 'vo': 'ElevenLabs'} | First-harvest ceremony for Grape
garden:raspberry_harvest:clip	Garden Explorer	video	raspberry_harvest.ogv	Raspberry plant.jpg	https://upload.wikimedia.org/wikipedia/commons/8/87/Raspberry_plant.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	15.6	True	{'source_kind': 'photo', 'hand_pick': True, 'vo': 'ElevenLabs'} | First-harvest ceremony for Raspberry — POOR FIT: Static plant photo
garden:turnip_harvest:clip	Garden Explorer	video	turnip_harvest.ogv	Turnip Harvest (34313320884).jpg	https://upload.wikimedia.org/wikipedia/commons/d/db/Turnip_Harvest_%2834313320884%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	PD	CLEAR	0	13.9	True	{'source_kind': 'photo', 'hand_pick': True, 'vo': 'ElevenLabs'} | First-harvest ceremony for Turnip
garden:celery_harvest:clip	Garden Explorer	video	celery_harvest.ogv	-2021-11-04 Harvested celery head, Trimingham, Norfolk.JPG	https://upload.wikimedia.org/wikipedia/commons/d/d6/-2021-11-04_Harvested_celery_head%2C_Trimingham%2C_Norfolk.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	14.9	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'} | First-harvest ceremony for Celery
garden:garlic_harvest:clip	Garden Explorer	video	garlic_harvest.ogv	Harvesting Garlic.jpg	https://upload.wikimedia.org/wikipedia/commons/d/d4/Harvesting_Garlic.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	17.2	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'} | First-harvest ceremony for Garlic
garden:leek_harvest:clip	Garden Explorer	video	leek_harvest.ogv	00 3674. Allium giganteum - Riesen-Lauch.jpg	https://upload.wikimedia.org/wikipedia/commons/b/ba/00_3674._Allium_giganteum_-_Riesen-Lauch.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	16.0	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'} | First-harvest ceremony for Leek — POOR FIT: Ornamental allium
garden:kale_harvest:clip	Garden Explorer	video	kale_harvest.ogv	Marrow kale harvesting 1960 (JOKAMT2Ju05-1).tif	https://upload.wikimedia.org/wikipedia/commons/e/e2/Marrow_kale_harvesting_1960_%28JOKAMT2Ju05-1%29.tif?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY	CLEAR	0	15.0	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'} | First-harvest ceremony for Kale
garden:artichoke_harvest:clip	Garden Explorer	video	artichoke_harvest.ogv	Artichoke harvest.jpg	https://upload.wikimedia.org/wikipedia/commons/6/68/Artichoke_harvest.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY	CLEAR	0	13.6	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'} | First-harvest ceremony for Artichoke
garden:wheat_harvest:clip	Garden Explorer	video	wheat_harvest.ogv	Harvest (20180715-FPAC-KLS-0001).webm	https://upload.wikimedia.org/wikipedia/commons/0/09/Harvest_%2820180715-FPAC-KLS-0001%29.webm?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	PD	CLEAR	0	17.3	True	{'source_kind': 'video', 'hand_pick': True, 'vo': 'ElevenLabs'} | First-harvest ceremony for Wheat
garden:chili_harvest:clip	Garden Explorer	video	chili_harvest.ogv	Chili-Harvest-2012.jpg	https://upload.wikimedia.org/wikipedia/commons/c/c6/Chili-Harvest-2012.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	18.4	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'} | First-harvest ceremony for Chili Pepper
garden:blueberry_harvest:clip	Garden Explorer	video	blueberry_harvest.ogv	Blueberries in harvest season.jpg	https://upload.wikimedia.org/wikipedia/commons/e/e7/Blueberries_in_harvest_season.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	19.0	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'} | First-harvest ceremony for Blueberry
garden:oats_harvest:clip	Garden Explorer	video	oats_harvest.ogv	Avena fatua - weedy oats - 53334392371.jpg	https://upload.wikimedia.org/wikipedia/commons/d/d8/Avena_fatua_-_weedy_oats_-_53334392371.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original	Wikimedia Commons contributor	CC-BY-SA	CLEAR	0	17.0	True	{'source_kind': 'photo', 'hand_pick': False, 'vo': 'ElevenLabs'} | First-harvest ceremony for Oats — POOR FIT: Weedy oats
fleet:elevenlabs_vo	All games	voiceover	game/*/audio or tools VO	ElevenLabs baked WAVs	https://elevenlabs.io	ElevenLabs	VERIFY-COMMERCIAL	VERIFY			yes	Confirm commercial tier + voice rights
fleet:sprout_lands	Ant/Garden	tileset	Sprout Lands	Sprout Lands asset pack		Cup Nooble / store	VERIFY-LICENSE	VERIFY			no	Confirm commercial purchase
fleet:kenney	Math/UI	ui_art	Kenney packs	Kenney.nl	https://kenney.nl	Kenney	CC0-LIKELY	VERIFY			no	Confirm each pack
fleet:fonts	All	font	JetBrains Mono etc.				VERIFY	VERIFY			no	Confirm OFL/commercial
fleet:music	Garden etc.	music	Music.gd tracks				AUDIT	VERIFY			yes	Confirm each track
fleet:asr_model	Language hub	ml_model	asr_server	Whisper or equiv			VERIFY-MODEL	VERIFY			n/a	Confirm commercial use of model weights
